Name,Category,Subcategory,Product ID,Product URL,Price,Cup Price
Tesco Pink Lady Apple Minimum 5 Pack,Fresh Food,Fresh Fruit,284477542,https://www.tesco.com/groceries/en-GB/products/284477542,£ 2.80,£0.56/each
Tesco Finest Emperor Oranges 4 Pack,Fresh Food,Fresh Fruit,302056368,https://www.tesco.com/groceries/en-GB/products/302056368,£ 2.10,£0.52/each
Tesco Finest Clementine Or Sweet Easy Peeler 600G,Fresh Food,Fresh Fruit,288115395,https://www.tesco.com/groceries/en-GB/products/288115395,£ 2.50,£4.17/kg
Pears Conference Class 1 Loose,Fresh Food,Fresh Fruit,253561247,https://www.tesco.com/groceries/en-GB/products/253561247,£ 0.51,£2.70/kg
Tesco Gala Apple Minimum 5 Pack,Fresh Food,Fresh Fruit,284475550,https://www.tesco.com/groceries/en-GB/products/284475550,£ 1.70,£0.28/each
Tesco Blueberries 250G,Fresh Food,Fresh Fruit,287357000,https://www.tesco.com/groceries/en-GB/products/287357000,£ 3.00,£12.00/kg
Tesco Finest Raspberries 150G,Fresh Food,Fresh Fruit,287377771,https://www.tesco.com/groceries/en-GB/products/287377771,£ 2.50,£16.67/kg
Jaffa Clementine Or Sweet Easy Peeler 600G,Fresh Food,Fresh Fruit,288135169,https://www.tesco.com/groceries/en-GB/products/288135169,£ 2.00,£3.34/kg
Tesco Ready To Eat Seasonal Pears 4Pack 550G,Fresh Food,Fresh Fruit,284475164,https://www.tesco.com/groceries/en-GB/products/284475164,£ 2.10,£3.82/kg
Tesco Braeburn Apple Minimum 5 Pack,Fresh Food,Fresh Fruit,284475671,https://www.tesco.com/groceries/en-GB/products/284475671,£ 1.70,£0.34/each
Tesco Conference Pears Pack 610G,Fresh Food,Fresh Fruit,284475227,https://www.tesco.com/groceries/en-GB/products/284475227,£ 1.70,£2.79/kg
Rosedene Farms Strawberries 227G,Fresh Food,Fresh Fruit,292226511,https://www.tesco.com/groceries/en-GB/products/292226511,,
Tesco Jazz Apple,Fresh Food,Fresh Fruit,284477628,https://www.tesco.com/groceries/en-GB/products/284477628,£ 2.40,£0.40/each
Tesco Blueberries 150G,Fresh Food,Fresh Fruit,287356888,https://www.tesco.com/groceries/en-GB/products/287356888,,
Tesco Red Seedless Grapes Punnet 500G,Fresh Food,Fresh Fruit,260138854,https://www.tesco.com/groceries/en-GB/products/260138854,£ 2.00,£4.00/kg
Tesco Lemons 4 Pack,Fresh Food,Fresh Fruit,257875814,https://www.tesco.com/groceries/en-GB/products/257875814,£ 1.35,£0.34/each
Tesco Green Seedless Grapes Punnet 500G,Fresh Food,Fresh Fruit,260138290,https://www.tesco.com/groceries/en-GB/products/260138290,£ 2.00,£4.00/kg
Tesco Orange Minimum 5 Pack,Fresh Food,Fresh Fruit,288136888,https://www.tesco.com/groceries/en-GB/products/288136888,,
Tesco Seedless Grape Selection Pack 500G,Fresh Food,Fresh Fruit,260138514,https://www.tesco.com/groceries/en-GB/products/260138514,£ 2.00,£4.00/kg
Tesco Raspberries 250G,Fresh Food,Fresh Fruit,287377736,https://www.tesco.com/groceries/en-GB/products/287377736,£ 3.00,£12.00/kg
Large Kiwi Fruit Class 1 Each,Fresh Food,Fresh Fruit,253554285,https://www.tesco.com/groceries/en-GB/products/253554285,£ 0.40,£0.40/each
Tesco Raspberries 150G,Fresh Food,Fresh Fruit,287377667,https://www.tesco.com/groceries/en-GB/products/287377667,£ 2.10,£14.00/kg
Tesco Strawberries 400G,Fresh Food,Fresh Fruit,287529333,https://www.tesco.com/groceries/en-GB/products/287529333,£ 2.25,£5.63/kg
Tesco Organic Fair Trade Bananas 5 Pack,Fresh Food,Fresh Fruit,303869954,https://www.tesco.com/groceries/en-GB/products/303869954,£ 1.35,£0.27/each
Tesco Finest Baby Potatoes 750G,Fresh Food,Fresh Vegetables,273150945,https://www.tesco.com/groceries/en-GB/products/273150945,£ 1.40,£1.87/kg
Tesco Baking Potatoes 2.5Kg Pack,Fresh Food,Fresh Vegetables,258423951,https://www.tesco.com/groceries/en-GB/products/258423951,£ 1.75,£0.70/kg
Tesco Red Onions 3Pack Minimum,Fresh Food,Fresh Vegetables,281425851,https://www.tesco.com/groceries/en-GB/products/281425851,£ 0.90,£0.30/each
Asparagus Tips 125G Class 1,Fresh Food,Fresh Vegetables,256651384,https://www.tesco.com/groceries/en-GB/products/256651384,£ 1.75,£14.00/kg
Tesco Brown Onions Minimum 3 Pack 385G,Fresh Food,Fresh Vegetables,281426090,https://www.tesco.com/groceries/en-GB/products/281426090,£ 0.90,£2.34/kg
Tesco Brown Onions 1Kg,Fresh Food,Fresh Vegetables,255736044,https://www.tesco.com/groceries/en-GB/products/255736044,£ 0.85,£0.85/kg
Tesco Baby Corn 130G,Fresh Food,Fresh Vegetables,293953719,https://www.tesco.com/groceries/en-GB/products/293953719,£ 1.20,£9.24/kg
Chestnut Mushrooms 250G,Fresh Food,Fresh Vegetables,273796618,https://www.tesco.com/groceries/en-GB/products/273796618,£ 1.00,£4.00/kg
Tesco Large Garlic Each,Fresh Food,Fresh Vegetables,272682288,https://www.tesco.com/groceries/en-GB/products/272682288,£ 0.60,£0.60/each
Tesco Curly Kale 180G,Fresh Food,Fresh Vegetables,301219155,https://www.tesco.com/groceries/en-GB/products/301219155,£ 0.72,£4.00/kg
Courgettes Loose Class 1,Fresh Food,Fresh Vegetables,253554596,https://www.tesco.com/groceries/en-GB/products/253554596,£ 0.40,£2.00/kg
Tesco Courgettes,Fresh Food,Fresh Vegetables,302292312,https://www.tesco.com/groceries/en-GB/products/302292312,£ 1.25,£0.42/each
Tesco Closed Cup Mushrooms 300G,Fresh Food,Fresh Vegetables,280046682,https://www.tesco.com/groceries/en-GB/products/280046682,£ 0.95,£3.17/kg
Potatoes Baking Loose,Fresh Food,Fresh Vegetables,253558183,https://www.tesco.com/groceries/en-GB/products/253558183,£ 0.25,£0.83/kg
Tesco Baby Potatoes 1 Kilograms,Fresh Food,Fresh Vegetables,255095718,https://www.tesco.com/groceries/en-GB/products/255095718,£ 1.00,£1.00/kg
Tesco Aubergine Each,Fresh Food,Fresh Vegetables,293610620,https://www.tesco.com/groceries/en-GB/products/293610620,£ 0.69,£0.69/each
Tesco Baby Spinach 250G,Fresh Food,Fresh Vegetables,301219119,https://www.tesco.com/groceries/en-GB/products/301219119,£ 0.93,£3.72/kg
Tesco Cauliflower,Fresh Food,Fresh Vegetables,253558119,https://www.tesco.com/groceries/en-GB/products/253558119,£ 0.85,£0.85/each
Tesco Fresh Cut Coriander 30G,Fresh Food,Fresh Vegetables,292686490,https://www.tesco.com/groceries/en-GB/products/292686490,£ 0.47,£0.16/10g
Tesco Garlic Each,Fresh Food,Fresh Vegetables,263386065,https://www.tesco.com/groceries/en-GB/products/263386065,£ 0.25,£0.25/each
Loose Brown Onions,Fresh Food,Fresh Vegetables,253557034,https://www.tesco.com/groceries/en-GB/products/253557034,£ 0.10,£0.85/kg
Tesco Sugar Snap Peas 160G,Fresh Food,Fresh Vegetables,307354255,https://www.tesco.com/groceries/en-GB/products/307354255,,
Tesco Pre-Packed Leeks 500G,Fresh Food,Fresh Vegetables,267524806,https://www.tesco.com/groceries/en-GB/products/267524806,£ 0.95,£1.90/kg
Loose Red Onions Class 2,Fresh Food,Fresh Vegetables,258114107,https://www.tesco.com/groceries/en-GB/products/258114107,£ 0.21,£1.00/kg
Tesco Granny Smith Apple Minimum 5 Pack,Fresh Food,Fresh Fruit,284475832,https://www.tesco.com/groceries/en-GB/products/284475832,£ 1.60,£0.27/each
Tesco Pineapple Fingers 80G,Fresh Food,Fresh Fruit,285347418,https://www.tesco.com/groceries/en-GB/products/285347418,£ 0.60,£7.50/kg
Tesco Clementine Or Sweet Easy Peeler Pack 600G,Fresh Food,Fresh Fruit,266499399,https://www.tesco.com/groceries/en-GB/products/266499399,£ 1.35,£2.25/kg
Oranges Each,Fresh Food,Fresh Fruit,253554014,https://www.tesco.com/groceries/en-GB/products/253554014,£ 0.30,£0.30/each
Lemons Each,Fresh Food,Fresh Fruit,253556398,https://www.tesco.com/groceries/en-GB/products/253556398,£ 0.30,£0.30/each
Rosedene Farms Small Apple 6 Pack,Fresh Food,Fresh Fruit,292249576,https://www.tesco.com/groceries/en-GB/products/292249576,£ 0.79,£0.13/each
Red Grapefruit Each,Fresh Food,Fresh Fruit,253561443,https://www.tesco.com/groceries/en-GB/products/253561443,£ 0.50,£0.50/each
Tesco Small Bananas 6 Pack,Fresh Food,Fresh Fruit,285157326,https://www.tesco.com/groceries/en-GB/products/285157326,£ 0.75,£0.12/each
Rosedene Farms Braeburn Apples 6 Pack,Fresh Food,Fresh Fruit,305832741,https://www.tesco.com/groceries/en-GB/products/305832741,£ 0.95,£0.16/each
Rosedene Farms Raspberries 125G,Fresh Food,Fresh Fruit,292248312,https://www.tesco.com/groceries/en-GB/products/292248312,£ 1.24,£9.92/kg
Bananas Loose,Fresh Food,Fresh Fruit,275280804,https://www.tesco.com/groceries/en-GB/products/275280804,£ 0.14,£0.78/kg
Suntrail Lemons Minimum 4 Pack,Fresh Food,Fresh Fruit,292216045,https://www.tesco.com/groceries/en-GB/products/292216045,£ 0.54,£0.14/each
Tesco Ripe Bananas 5 Pack,Fresh Food,Fresh Fruit,266419328,https://www.tesco.com/groceries/en-GB/products/266419328,£ 0.69,£0.14/each
Tesco Pineapple Each,Fresh Food,Fresh Fruit,255230763,https://www.tesco.com/groceries/en-GB/products/255230763,£ 0.79,£0.79/each
Limes Each,Fresh Food,Fresh Fruit,253560634,https://www.tesco.com/groceries/en-GB/products/253560634,£ 0.17,£0.17/each
Rosedene Farms Blueberries 125G,Fresh Food,Fresh Fruit,292248554,https://www.tesco.com/groceries/en-GB/products/292248554,£ 0.89,£7.12/kg
Rosedene Farms Small Pear Pack 550G,Fresh Food,Fresh Fruit,292249484,https://www.tesco.com/groceries/en-GB/products/292249484,£ 0.57,£1.04/kg
Suntrail Farms Grapes 500G,Fresh Food,Fresh Fruit,292250003,https://www.tesco.com/groceries/en-GB/products/292250003,£ 1.06,£2.12/kg
Tesco Perfectly Ripe Mango,Fresh Food,Fresh Fruit,255805844,https://www.tesco.com/groceries/en-GB/products/255805844,£ 0.69,£0.69/each
Tesco Honeydew Melon Each,Fresh Food,Fresh Fruit,254384645,https://www.tesco.com/groceries/en-GB/products/254384645,,
Suntrail Farms Green Grapes 500G,Fresh Food,Fresh Fruit,307161212,https://www.tesco.com/groceries/en-GB/products/307161212,£ 1.06,£2.12/kg
Suntrail Farms Kiwi X6,Fresh Food,Fresh Fruit,292249766,https://www.tesco.com/groceries/en-GB/products/292249766,£ 0.75,£0.12/each
Rosedene Farms Gala Apples 6 Pack,Fresh Food,Fresh Fruit,305831903,https://www.tesco.com/groceries/en-GB/products/305831903,£ 0.95,£0.16/each
Tesco Mixed Nuts 200G,Fresh Food,Fresh Fruit,266375033,https://www.tesco.com/groceries/en-GB/products/266375033,£ 2.50,£12.50/kg
Redmere Farms Green Beans 220G,Fresh Food,Fresh Vegetables,258491673,https://www.tesco.com/groceries/en-GB/products/258491673,£ 0.77,£3.50/kg
Tesco Maris Piper Potatoes 2.5Kg,Fresh Food,Fresh Vegetables,258423755,https://www.tesco.com/groceries/en-GB/products/258423755,£ 1.18,£0.47/kg
Broccoli Loose,Fresh Food,Fresh Vegetables,257231200,https://www.tesco.com/groceries/en-GB/products/257231200,£ 0.52,£1.39/kg
Tesco All Rounder Potatoes 2.5Kg,Fresh Food,Fresh Vegetables,305963764,https://www.tesco.com/groceries/en-GB/products/305963764,£ 0.99,£0.40/kg
Tesco 4 Baking Potatoes,Fresh Food,Fresh Vegetables,305729979,https://www.tesco.com/groceries/en-GB/products/305729979,£ 0.42,£0.10/each
Tesco Sweet Potatoes 1Kg,Fresh Food,Fresh Vegetables,310190037,https://www.tesco.com/groceries/en-GB/products/310190037,£ 0.99,£0.99/kg
Tesco Carrots Loose,Fresh Food,Fresh Vegetables,254638565,https://www.tesco.com/groceries/en-GB/products/254638565,£ 0.04,£0.40/kg
Tesco Sweet Heart Cabbage Each Class 1,Fresh Food,Fresh Vegetables,254941983,https://www.tesco.com/groceries/en-GB/products/254941983,£ 0.49,£0.49/each
Tesco Broccoli 375G,Fresh Food,Fresh Vegetables,307344549,https://www.tesco.com/groceries/en-GB/products/307344549,£ 0.52,£1.39/kg
Tesco Carrots 1Kg,Fresh Food,Fresh Vegetables,305953125,https://www.tesco.com/groceries/en-GB/products/305953125,£ 0.40,£0.40/kg
Tesco Parsnips 500G,Fresh Food,Fresh Vegetables,307365386,https://www.tesco.com/groceries/en-GB/products/307365386,£ 0.42,£0.84/kg
Tesco Finest Jacket Potatoes 4 Pack,Fresh Food,Fresh Vegetables,289647218,https://www.tesco.com/groceries/en-GB/products/289647218,£ 1.50,£0.38/each
Tesco Stringless Beans 180G,Fresh Food,Fresh Vegetables,293953633,https://www.tesco.com/groceries/en-GB/products/293953633,£ 1.25,£6.95/kg
Tesco Tenderstem Broccoli Spears 330G,Fresh Food,Fresh Vegetables,299389237,https://www.tesco.com/groceries/en-GB/products/299389237,£ 2.25,£6.82/kg
Tesco Finest Extra Fine Beans 200G,Fresh Food,Fresh Vegetables,305041628,https://www.tesco.com/groceries/en-GB/products/305041628,£ 1.75,£8.75/kg
Tesco Fresh & Easy Carrot Batons 600G,Fresh Food,Fresh Vegetables,264871629,https://www.tesco.com/groceries/en-GB/products/264871629,£ 1.15,£1.92/kg
Tesco Tenderstem Broccoli 200G,Fresh Food,Fresh Vegetables,305255289,https://www.tesco.com/groceries/en-GB/products/305255289,£ 1.60,£8.00/kg
Ginger Root Loose,Fresh Food,Fresh Vegetables,253559297,https://www.tesco.com/groceries/en-GB/products/253559297,£ 0.53,£5.25/kg
Tesco Red Onion 1Kg,Fresh Food,Fresh Vegetables,262645072,https://www.tesco.com/groceries/en-GB/products/262645072,£ 1.00,£1.00/kg
Heygate Farms Norfolk Potatoes 750G,Fresh Food,Fresh Vegetables,277438133,https://www.tesco.com/groceries/en-GB/products/277438133,£ 1.35,£1.80/kg
Tesco Green Beans 80G,Fresh Food,Fresh Vegetables,301193961,https://www.tesco.com/groceries/en-GB/products/301193961,£ 1.00,£12.50/kg
Tesco Swede,Fresh Food,Fresh Vegetables,304785423,https://www.tesco.com/groceries/en-GB/products/304785423,£ 0.80,£0.80/each
Tesco Peeled Brussels Sprouts 200G,Fresh Food,Fresh Vegetables,298126620,https://www.tesco.com/groceries/en-GB/products/298126620,£ 1.25,£6.25/kg
Fresh & Naked Spinach 125G,Fresh Food,Fresh Vegetables,272107544,https://www.tesco.com/groceries/en-GB/products/272107544,£ 0.95,£7.60/kg
Tesco Walnuts 200G,Fresh Food,Fresh Fruit,296546961,https://www.tesco.com/groceries/en-GB/products/296546961,£ 2.50,£12.50/kg
Tesco Finest Medjool Dates 200G,Fresh Food,Fresh Fruit,302676947,https://www.tesco.com/groceries/en-GB/products/302676947,£ 2.50,£12.50/kg
Braeburn Apples Loose Class 1,Fresh Food,Fresh Fruit,253807413,https://www.tesco.com/groceries/en-GB/products/253807413,£ 0.54,£2.70/kg
Pink Lady Apples Class 1 Loose,Fresh Food,Fresh Fruit,251627289,https://www.tesco.com/groceries/en-GB/products/251627289,£ 0.62,£3.65/kg
Tesco Mini Watermelon Each,Fresh Food,Fresh Fruit,262456128,https://www.tesco.com/groceries/en-GB/products/262456128,,
Tesco Organic Gala Apples 630G,Fresh Food,Fresh Fruit,287023171,https://www.tesco.com/groceries/en-GB/products/287023171,£ 2.25,£3.58/kg
Tesco Watermelon Each,Fresh Food,Fresh Fruit,254638605,https://www.tesco.com/groceries/en-GB/products/254638605,,
Tesco Mango 250G,Fresh Food,Fresh Fruit,302987699,https://www.tesco.com/groceries/en-GB/products/302987699,,
Tesco Finest Red Grapes Seedless 400G,Fresh Food,Fresh Fruit,308824366,https://www.tesco.com/groceries/en-GB/products/308824366,£ 2.00,£5.00/kg
Tesco Golden Delicious Apple Minimum 5,Fresh Food,Fresh Fruit,284475890,https://www.tesco.com/groceries/en-GB/products/284475890,£ 1.70,£0.34/each
Tesco Strawberries 600G,Fresh Food,Fresh Fruit,287529575,https://www.tesco.com/groceries/en-GB/products/287529575,£ 3.25,£5.42/kg
Tesco British Apple Minimum 5 Pack,Fresh Food,Fresh Fruit,284477058,https://www.tesco.com/groceries/en-GB/products/284477058,,
